acc,mcc,auc,aupr,f1,name
0.8186101295641932,0.5844271378680832,0.8993224796690908,0.7606614936995235,0.7180962343096235,BERT
0.8414941948510853,0.6948854332177207,0.8944579643472667,0.6999539152492104,0.7949499346974314,CNN
0.7506309944472489,0.38145877354302643,0.8010893345028178,0.6756601557974901,0.4688172043010753,RNN
0.7610634359750967,0.4146973046619457,0.7504967853393586,0.5707455516405301,0.5404530744336569,AE
