acc,mcc,auc,aupr,f1,name
0.8462056200572101,0.6406318342691258,0.9118961185470575,0.8286171615295953,0.7483480176211453,HOPE
0.8381288911324247,0.6295358798993921,0.9119112411917057,0.8186994027822416,0.7489561586638831,SDNE
0.8345953222278311,0.6130859776537249,0.8772694630375422,0.8228934622829958,0.6807405001623904,Node2vec
0.839979808177688,0.6277265288756497,0.8854635452494087,0.8380090515424776,0.690932726681833,Deepwalk
