acc,mcc,auc,aupr,f1,name
0.8265185933030456,0.6017858544263406,0.90851375165412,0.7903866154238393,0.7293252822263061,Combined Features
0.7642604745078243,0.42220861481201893,0.8224425087459295,0.7046167094084439,0.5377763114483668,Structural Features
0.8255090021874474,0.6016589900312155,0.9030270105943821,0.7713278029495688,0.7307192936899507,Node Features
